medico,comentarios,Data,del
rita de cassia alves bomfim,"R
Robert Ferraz
Perfil verificado
12 de dezembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Retorno de consultas Psiquiatria
Dr muito atenciosa, pontual , conversa bastante sem pressa , super recomendo.
Solicitar revisão",2023-12-12 00:00:00,0
rita de cassia alves bomfim,"Dr muito atenciosa, pontual , conversa bastante sem pressa , super recomendo.",,1
rita de cassia alves bomfim,"C
Carol Oliveira
Perfil verificado
5 de dezembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Primeira consulta Psiquiatria
Atenciosa, dedicada e simpática! Recomendo muito!
Solicitar revisão",2023-12-05 00:00:00,0
rita de cassia alves bomfim,"Atenciosa, dedicada e simpática! Recomendo muito!",,1
rita de cassia alves bomfim,"Emerson Vaz
Perfil verificado
5 de dezembro de 2023
Local: outro lugar • Outro
Marquei uma consulta pelo Doctoralia em horário disponível. Não passou 5 minutos, a médica cancelou a consulta.
[Editado Doctoralia]
Solicitar revisão",,1
rita de cassia alves bomfim,"Marquei uma consulta pelo Doctoralia em horário disponível. Não passou 5 minutos, a médica cancelou a consulta.
[Editado Doctoralia]",2024-03-05 00:00:00,0
rita de cassia alves bomfim,"P
Paciente
Perfil verificado
3 de dezembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Retorno de consultas Psiquiatria
Atenciosa e realmente interessada nas informações ditas pelo paciente. Calma e comunicativa. Explicações detalhadas sobre as doenças e tratamentos possíveis, ajudando a escolher a melhor forma de tratamento disponível.
Solicitar revisão",2023-12-03 00:00:00,0
rita de cassia alves bomfim,"Atenciosa e realmente interessada nas informações ditas pelo paciente. Calma e comunicativa. Explicações detalhadas sobre as doenças e tratamentos possíveis, ajudando a escolher a melhor forma de tratamento disponível.",,1
rita de cassia alves bomfim,"G
Gabriela Nazareth
Perfil verificado
23 de novembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Rita Bomfim - Teleatendimento • Retorno de consultas Psiquiatria
Seguindo o tratamento recomendado, estou em significativa melhora. A Dra. é extremamente atenciosa, explica tudo com muita calma. Excelente atendimento.
Solicitar revisão",2023-11-23 00:00:00,0
rita de cassia alves bomfim,"Seguindo o tratamento recomendado, estou em significativa melhora. A Dra. é extremamente atenciosa, explica tudo com muita calma. Excelente atendimento.",,1
rita de cassia alves bomfim,"N
Natalia
Perfil verificado
17 de novembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Rita Bomfim - Teleatendimento • Teleconsulta
Profissional atenciosa, de escuta ativa e empática, focada no bem-estar do paciente e no melhor caminho para resolução das questões necessárias. Recomendações claras e bem explicadas.
Solicitar revisão",2023-11-17 00:00:00,0
rita de cassia alves bomfim,"Profissional atenciosa, de escuta ativa e empática, focada no bem-estar do paciente e no melhor caminho para resolução das questões necessárias. Recomendações claras e bem explicadas.",,1
rita de cassia alves bomfim,"J
Jully
Perfil verificado
13 de novembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Primeira consulta Psiquiatria
A Dra foi extremamente gentil e muito atenciosa. Amei.
Não tive que esperar, consulta super pontual e ela explicou muito bem sobre o meu problema. Recomendo muito
Solicitar revisão",2023-11-13 00:00:00,0
rita de cassia alves bomfim,"A Dra foi extremamente gentil e muito atenciosa. Amei.
Não tive que esperar, consulta super pontual e ela explicou muito bem sobre o meu problema. Recomendo muito",,1
rita de cassia alves bomfim,"S
Sidney Nunes da Silva (pai do paciente Samir Nunes da Silva)
Perfil verificado
1 de novembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Primeira consulta Psiquiatria
Meu filho adorou o atendimento, muito atenciosa, orientação com paciência e bastante detalhes, e ainda dá respaldos ao precisar. Excelente profissional, Parabéns.
Solicitar revisão",2023-11-01 00:00:00,0
rita de cassia alves bomfim,"Meu filho adorou o atendimento, muito atenciosa, orientação com paciência e bastante detalhes, e ainda dá respaldos ao precisar. Excelente profissional, Parabéns.",,1
rita de cassia alves bomfim,"A
Andréa Martins
Perfil verificado
25 de outubro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Retorno de consultas Psiquiatria
Dra. Rita é uma profissional de excelência, atenciosa, humana, simpática, se importa, explica de uma que se entende tudo, esclarece muito bem todos os pontos. Enfim.... exelente.
Solicitar revisão",2023-10-25 00:00:00,0
rita de cassia alves bomfim,"Dra. Rita é uma profissional de excelência, atenciosa, humana, simpática, se importa, explica de uma que se entende tudo, esclarece muito bem todos os pontos. Enfim.... exelente.",,1
rita de cassia alves bomfim,"I
isabella
Perfil verificado
11 de outubro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Primeira consulta Psiquiatria
Dra foi extremamente empática, faz perguntas pertinentes e te faz sentir acolhida, o atendimento é bem direcionado e o consultório é muito agradável, recomendo a consulta, super pontual e sem pressa
Solicitar revisão",2023-10-11 00:00:00,0
rita de cassia alves bomfim,"Dra foi extremamente empática, faz perguntas pertinentes e te faz sentir acolhida, o atendimento é bem direcionado e o consultório é muito agradável, recomendo a consulta, super pontual e sem pressa",,1
rita de cassia alves bomfim,"W
Wallace da Silva Lima
Perfil verificado
3 de outubro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Primeira consulta Psiquiatria
Bom atendimento, sala confortável, ótima profissional e muito atenciosa.
Solicitar revisão",2023-10-03 00:00:00,0
rita de cassia alves bomfim,"Bom atendimento, sala confortável, ótima profissional e muito atenciosa.",,1
rita de cassia alves bomfim,"O
Osmar Francisco alves
Perfil verificado
2 de outubro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Primeira consulta Psiquiatria
Médica atenciosa, competente e profundamente comprometida com o paciente
Solicitar revisão",2023-10-02 00:00:00,0
rita de cassia alves bomfim,"Médica atenciosa, competente e profundamente comprometida com o paciente",,1
rita de cassia alves bomfim,"S
Sandra
Perfil verificado
14 de setembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Retorno de consultas Psiquiatria
A minha filha se simpatizou muito com a doutora, e isso auxilia grandemente para a desenvoltura da consulta, vez que os adolescentes podem ser mais restritos. O atendimento é perfeitamente dentro do horário marcado, e as instalações são bem aconchegantes .
Solicitar revisão",2023-09-14 00:00:00,0
rita de cassia alves bomfim,"A minha filha se simpatizou muito com a doutora, e isso auxilia grandemente para a desenvoltura da consulta, vez que os adolescentes podem ser mais restritos. O atendimento é perfeitamente dentro do horário marcado, e as instalações são bem aconchegantes .",,1
rita de cassia alves bomfim,"J
Jean
Perfil verificado
1 de setembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Retorno de consultas Psiquiatria
Médica muito atenciosa, e vai a fundo nos tratamentos, super recomendo!
Solicitar revisão",2023-09-01 00:00:00,0
rita de cassia alves bomfim,"Médica muito atenciosa, e vai a fundo nos tratamentos, super recomendo!",,1
rita de cassia alves bomfim,"Y
Ygor Castro Ferreira
Perfil verificado
29 de agosto de 2023 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Retorno de consultas Psiquiatria
Profissional atenciosa, educada, busca entender o histórico do paciente. Recomendo
Solicitar revisão",2023-08-29 00:00:00,0
rita de cassia alves bomfim,"Profissional atenciosa, educada, busca entender o histórico do paciente. Recomendo",,1
rita de cassia alves bomfim,"A
Ana Paula Dias
Perfil verificado
18 de agosto de 2023 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Primeira consulta Psiquiatria
A dra Rita é uma Excelente profissional. Muito humana e atenciosa. Atendimento com horário marcado, sem espera. Acolheu minha filha, que está em tratamento, e a mim com muito respeito e disponibilidade em ouvir.
Solicitar revisão",2023-08-18 00:00:00,0
rita de cassia alves bomfim,"A dra Rita é uma Excelente profissional. Muito humana e atenciosa. Atendimento com horário marcado, sem espera. Acolheu minha filha, que está em tratamento, e a mim com muito respeito e disponibilidade em ouvir.",,1
rita de cassia alves bomfim,"Paciente
Perfil verificado
1 de agosto de 2023
Local: Rita Bomfim - Teleatendimento • Consulta Psiquiatra
A médica foi muito atenciosa e humana, me senti muito acolhida e estou muito satisfeita.
Solicitar revisão",2023-08-01 00:00:00,0
rita de cassia alves bomfim,"A médica foi muito atenciosa e humana, me senti muito acolhida e estou muito satisfeita.",,1
rita de cassia alves bomfim,"Paciente
Perfil verificado
14 de julho de 2023
Local: Rita Bomfim - Teleatendimento • Primeira consulta Psiquiatria
Faço terapia há 2 anos e, por mais que minha psicóloga tenha indicado, relutei em ir no psiquiatra. Tinha muito medo de ficar dependente de remédios 'tarja preta' e quanto mais pesquisava na internet, mais medo eu tinha. E aí surge Dra. Rita de Cássia, indicada pela minha psicóloga, com uma escuta atenta que te faz desarmar de qualquer desconfiança, fazendo a gente se sentir à vontade. Depois de 20 minutos de consulta, ela já tinha me explicado coisas que passei madrugadas pesquisando... Além de esclarecedora, a consulta com a doutora é leve e acolhedora. Falei de coisas pessoais que levei meses para conversar com minha psicóloga.
Por fim, fiquei admirado com a capacidade dela de conectar os pontos e identificar as necessidades específicas do meu tratamento, me deixando esperançoso e que estou no caminho certo.
Muito obrigado Dra. Rita.
Solicitar revisão",,1
rita de cassia alves bomfim,"Faço terapia há 2 anos e, por mais que minha psicóloga tenha indicado, relutei em ir no psiquiatra. Tinha muito medo de ficar dependente de remédios 'tarja preta' e quanto mais pesquisava na internet, mais medo eu tinha. E aí surge Dra. Rita de Cássia, indicada pela minha psicóloga, com uma escuta atenta que te faz desarmar de qualquer desconfiança, fazendo a gente se sentir à vontade. Depois de 20 minutos de consulta, ela já tinha me explicado coisas que passei madrugadas pesquisando... Além de esclarecedora, a consulta com a doutora é leve e acolhedora. Falei de coisas pessoais que levei meses para conversar com minha psicóloga.
Por fim, fiquei admirado com a capacidade dela de conectar os pontos e identificar as necessidades específicas do meu tratamento, me deixando esperançoso e que estou no caminho certo.
Muito obrigado Dra. Rita.",2024-02-20 00:00:00,0
rita de cassia alves bomfim,"J
Júlia
Perfil verificado
14 de junho de 2023 • Consulta marcada na doctoralia.com.br
• Local: Rita Bomfim - Teleatendimento • Teleconsulta
Uma profissional super atenciosa, senti que ela faz perguntas e apontamentos super pertinentes
Solicitar revisão",2023-06-14 00:00:00,0
rita de cassia alves bomfim,"Uma profissional super atenciosa, senti que ela faz perguntas e apontamentos super pertinentes",,1
rita de cassia alves bomfim,"R
Roméria Guedes Pereira
Perfil verificado
14 de junho de 2023 • Consulta marcada na doctoralia.com.br
• Local: Rita Bomfim - Teleatendimento • Consulta Psiquiatra
Amei o atendimento, uma profissional excelente e muito afetuosa.
Solicitar revisão",2023-06-14 00:00:00,0
rita de cassia alves bomfim,"Amei o atendimento, uma profissional excelente e muito afetuosa.",,1
rita de cassia alves bomfim,"F
francisco liberato
2 de junho de 2023
Local: Rita Bomfim - Teleatendimento • Primeira consulta Psiquiatria
Dra Rita de Cassia faz o tratamento e o acompanhamento da minha esposa há alguns meses desde entao as coisas melhoram muito nossa relação . Só tenho a agradecer dra Rita por todo acolhimento
Solicitar revisão",2023-06-02 00:00:00,0
rita de cassia alves bomfim,Dra Rita de Cassia faz o tratamento e o acompanhamento da minha esposa há alguns meses desde entao as coisas melhoram muito nossa relação . Só tenho a agradecer dra Rita por todo acolhimento,,1
rita de cassia alves bomfim,"N
Naiara
Perfil verificado
2 de junho de 2023
Local: Rita Bomfim - Teleatendimento • Teleconsulta
Dra Rita alem de ser uma excelente profissional e capacitada é humana , empatica , voce percebe que ela tem amor pelo oq faz , hoje minha ansiedade e depressao estao em controle graças a ela , recomendo de olhos fechados.
Solicitar revisão",2023-06-02 00:00:00,0
rita de cassia alves bomfim,"Dra Rita alem de ser uma excelente profissional e capacitada é humana , empatica , voce percebe que ela tem amor pelo oq faz , hoje minha ansiedade e depressao estao em controle graças a ela , recomendo de olhos fechados.",,1
rita de cassia alves bomfim,"Paciente
1 de junho de 2023
Local: Vinci Medical • Primeira consulta Psiquiatria
Logo de primeira dá pra perceber que ela sabe do que está falando, ela de fato tem muito conhecimento e ao mesmo tempo um tratamento totalmente humano, com muita simpatia e humildade, recomendo de olhos fechados!
Solicitar revisão",2023-06-01 00:00:00,0
rita de cassia alves bomfim,"Logo de primeira dá pra perceber que ela sabe do que está falando, ela de fato tem muito conhecimento e ao mesmo tempo um tratamento totalmente humano, com muita simpatia e humildade, recomendo de olhos fechados!",,1
rita de cassia alves bomfim,"M
Mauriza Figueiredo
31 de maio de 2023
Local: Rita Bomfim - Teleatendimento • Outro
Dra Rita de Cássia é maravilhosa, atenciosa, educada, o tratamento super eficaz, sem palavras, Médica fantástica!
Solicitar revisão",2023-05-31 00:00:00,0
rita de cassia alves bomfim,"Dra Rita de Cássia é maravilhosa, atenciosa, educada, o tratamento super eficaz, sem palavras, Médica fantástica!",,1
rita de cassia alves bomfim,"N
Nadjamena Moreira
31 de maio de 2023
Local: Rita Bomfim - Teleatendimento • Consulta Psiquiatra
Profissional de excelência na área de psiquiatria, com diferencial de fornecimento de um atendimento humanizado, transmitindo ao paciente segurança, confiança e acolhimento!
Solicitar revisão",2023-05-31 00:00:00,0
rita de cassia alves bomfim,"Profissional de excelência na área de psiquiatria, com diferencial de fornecimento de um atendimento humanizado, transmitindo ao paciente segurança, confiança e acolhimento!",,1
rita de cassia alves bomfim,"F
Felipe Fernandes
31 de maio de 2023
Local: Rita Bomfim - Teleatendimento • Teleconsulta
Recomendo a Dra. Rita de Cássia com total confiança. Sua atenção e paciência são notáveis, e ela tem a habilidade de explicar tudo de forma calma e compreensível. Sua abordagem empática e seu conhecimento em saúde mental proporcionam um ambiente acolhedor e de confiança para o tratamento. Não hesite em agendar uma consulta com ela para receber o cuidado que você merece.
Solicitar revisão",2023-05-31 00:00:00,0
rita de cassia alves bomfim,"Recomendo a Dra. Rita de Cássia com total confiança. Sua atenção e paciência são notáveis, e ela tem a habilidade de explicar tudo de forma calma e compreensível. Sua abordagem empática e seu conhecimento em saúde mental proporcionam um ambiente acolhedor e de confiança para o tratamento. Não hesite em agendar uma consulta com ela para receber o cuidado que você merece.",,1
rita de cassia alves bomfim,"V
Valdinei Criste Vieira Santos
28 de maio de 2023
Local: Rita Bomfim - Teleatendimento • Tratamento da ansiedade
A consulta foi muito esclarecedora ,acolhedora e humana. O cuidado e a empatia que a Dra tem com o paciente revela o quão ela é competente.
Solicitar revisão",2023-05-28 00:00:00,0
rita de cassia alves bomfim,"A consulta foi muito esclarecedora ,acolhedora e humana. O cuidado e a empatia que a Dra tem com o paciente revela o quão ela é competente.",,1
rita de cassia alves bomfim,"D
Danilo
27 de maio de 2023
Local: Vinci Medical • Primeira consulta Psiquiatria
Excelente profissional. Fez eu me sentir acolhido e compreendido.
Superou muito minhas expectativas e me ajudou a entender minhas questões pessoais.
Recomendo de mais!!!!
Solicitar revisão",2023-05-27 00:00:00,0
rita de cassia alves bomfim,"Excelente profissional. Fez eu me sentir acolhido e compreendido.
Superou muito minhas expectativas e me ajudou a entender minhas questões pessoais.
Recomendo de mais!!!!",,1
rita de cassia alves bomfim,"E
Eliezer Ladeia Freire
21 de maio de 2023
Local: Rita Bomfim - Teleatendimento • Teleconsulta
Excelente atendimento, atenciosa, humana e muito eficaz nas prescrições!!!
Solicitar revisão",2023-05-21 00:00:00,0
rita de cassia alves bomfim,"Excelente atendimento, atenciosa, humana e muito eficaz nas prescrições!!!",,1
rita de cassia alves bomfim,"O
Otacílio Alexandrino
19 de maio de 2023
Local: Rita Bomfim - Teleatendimento • Teleconsulta
A Dra Rita é super competent, muito atenciosa e carismática. Explica tudo detalhadamente. Ela busca sempre a solução nos avaliando como individuo. Sem dúvida uma profissional diferenciada.
Solicitar revisão",2023-05-19 00:00:00,0
rita de cassia alves bomfim,"A Dra Rita é super competent, muito atenciosa e carismática. Explica tudo detalhadamente. Ela busca sempre a solução nos avaliando como individuo. Sem dúvida uma profissional diferenciada.",,1
rita de cassia alves bomfim,"J
Jaíce
Perfil verificado
19 de maio de 2023 • Consulta marcada na doctoralia.com.br
• Local: Rita Bomfim - Teleatendimento • Retorno de consultas Psiquiatria
Dra Rita é antes de médica, uma mulher incrível, que olha pelo outro com empatia e sinceridade e isso a faz uma médica ainda mais competente!
Solicitar revisão",2023-05-19 00:00:00,0
rita de cassia alves bomfim,"Dra Rita é antes de médica, uma mulher incrível, que olha pelo outro com empatia e sinceridade e isso a faz uma médica ainda mais competente!",,1
rita de cassia alves bomfim,"J
Josane Alexandrino
17 de maio de 2023
Local: Rita Bomfim - Teleatendimento • Primeira consulta Psiquiatria
Eu procurei a doutora devido a alguns sintomas de ansiedade. Ela é super atenciosa, humana e competente. Começou a consulta no horário marcado e me atendeu com calma e paciência. Super indico!
Solicitar revisão",2023-05-17 00:00:00,0
rita de cassia alves bomfim,"Eu procurei a doutora devido a alguns sintomas de ansiedade. Ela é super atenciosa, humana e competente. Começou a consulta no horário marcado e me atendeu com calma e paciência. Super indico!",,1
rita de cassia alves bomfim,"J
João batista Santana pereira
16 de maio de 2023
Local: Teleconsulta • Consulta Psiquiatra
Segurança no atendimento e eficácia no tratamento psiquiátrico
Solicitar revisão",2023-05-16 00:00:00,0
rita de cassia alves bomfim,Segurança no atendimento e eficácia no tratamento psiquiátrico,,1
rita de cassia alves bomfim,"M
Meire Almeida
16 de maio de 2023
Local: outro lugar • Outro
Excelente profissional, super atenciosa e eficaz em suas prescrições.
Solicitar revisão",2023-05-16 00:00:00,0
rita de cassia alves bomfim,"Excelente profissional, super atenciosa e eficaz em suas prescrições.",,1
joao jorge lorenzini,"A
Adriana Neves
Perfil verificado
21 de setembro de 2023
Local: Espaço Garten • Tratamento da depressão
Dr João sempre foi muito assertivo e cuidadoso para receitar o tratamento, as consultas com eles eram meus momentos de alívio, durante uma grande problema emocional que passei, me sentia acolhida e cuidada, me explicava sobre o que estava acontecendo com minha mente e me deixava ativa para avançar e superar meus medos.
Dr. João Jorge Lorenzini
Oi Adriana! Muito obrigado! É um prazer poder te ajudar! Fico sempre à disposição!
Solicitar revisão",2023-09-21 00:00:00,0
joao jorge lorenzini,"Dr João sempre foi muito assertivo e cuidadoso para receitar o tratamento, as consultas com eles eram meus momentos de alívio, durante uma grande problema emocional que passei, me sentia acolhida e cuidada, me explicava sobre o que estava acontecendo com minha mente e me deixava ativa para avançar e superar meus medos.",,1
joao jorge lorenzini,"L
Lívia F.
16 de maio de 2023
Local: Espaço Garten • Primeira consul...mais
Atendimento excepcional!!! O dr. João foi extremamente empático, acolhedor e atencioso, além de demonstrar muito conhecimento e domínio sobre o assunto! Com toda a certeza irei recomendá-lo para outras pessoas, um dos melhores médicos que já fui, parabéns!!!
Dr. João Jorge Lorenzini
Olá Lívia! Muito obrigado! É um prazer poder te ajudar! Conte comigo! Grande abraço!
Solicitar revisão",2023-05-16 00:00:00,0
joao jorge lorenzini,"Atendimento excepcional!!! O dr. João foi extremamente empático, acolhedor e atencioso, além de demonstrar muito conhecimento e domínio sobre o assunto! Com toda a certeza irei recomendá-lo para outras pessoas, um dos melhores médicos que já fui, parabéns!!!",,1
joao jorge lorenzini,"R
Rita Cássia Zocolan
Perfil verificado
10 de novembro de 2022 • Consulta marcada na doctoralia.com.br
• Local: Espaço Garten • Consulta Psiquiatria
Como sempre ótima..DrcJoao Lorenzi um excelente médico. Atencioso, especializado e atualizado demais. Estou gostando demais. Em resumo melhor psiquiatra que ja encontrei. Nota 1000
Dr. João Jorge Lorenzini
Oi Rita! Muito obrigado pelo feedback! Estou sempre à disposição para te ajudar! Grande abraço
Solicitar revisão",2022-11-10 10:00:00,0
joao jorge lorenzini,"Como sempre ótima..DrcJoao Lorenzi um excelente médico. Atencioso, especializado e atualizado demais. Estou gostando demais. Em resumo melhor psiquiatra que ja encontrei. Nota 1000",1000-03-02 00:00:00,0
joao jorge lorenzini,"A
Alessandra Andena
Perfil verificado
13 de outubro de 2022 • Consulta marcada na doctoralia.com.br
• Local: Espaço Garten • Tratamento da depressão
DR.Joao e um excelente profissional,muito atencioso,demonstra empatia pelos pacientes,nos dá suporte sempre que precisamos por WhatsApp.O que faz uma grande diferença e nos passa segurança.
Dr. João Jorge Lorenzini
Olá Alessandra! Muito obrigado! Estou à disposição! Grande abraço!
Solicitar revisão",2022-10-13 00:00:00,0
joao jorge lorenzini,"DR.Joao e um excelente profissional,muito atencioso,demonstra empatia pelos pacientes,nos dá suporte sempre que precisamos por WhatsApp.O que faz uma grande diferença e nos passa segurança.",,1
joao jorge lorenzini,"E
Eduardo Franco
Perfil verificado
11 de agosto de 2022 • Consulta marcada na doctoralia.com.br
• Local: Espaço Garten • Tratamento em transtor...mais
Profissional muito preparado, explicando tudo com detalhes, o que ajuda o paciente a compreender a condição de saúde pessoal. Recomendo a todos.
Dr. João Jorge Lorenzini
Oi Eduardo! Muito obrigado mesmo! É um prazer poder te ajudar! Fico à disposição!
Solicitar revisão",2022-08-11 00:00:00,0
joao jorge lorenzini,"Profissional muito preparado, explicando tudo com detalhes, o que ajuda o paciente a compreender a condição de saúde pessoal. Recomendo a todos.",,1
joao jorge lorenzini,"Paciente
Perfil verificado
21 de julho de 2022
Local: Consulta online • Consulta Psiquiatra
Excelente! Recomendo muito, consulta detalhada , excelente entrevista, foi muito importante pra mim essa experiência com o Dr João!
Dr. João Jorge Lorenzini
Muito obrigado mesmo! Fico à disposição!
Solicitar revisão",2022-07-21 00:00:00,0
joao jorge lorenzini,"Excelente! Recomendo muito, consulta detalhada , excelente entrevista, foi muito importante pra mim essa experiência com o Dr João!",,1
joao jorge lorenzini,"V
Vanessa Soares Coutinho
Perfil verificado
12 de maio de 2022 • Consulta marcada na doctoralia.com.br
• Local: Espaço Garten • Consulta Psiquiatria
Excelente profissional, comprometido com o paciente. Atencioso e gentil. Explica com paciência e detalhadamente o diagnóstico. Ouve e respeita nossa opinião. Recomendo.
Dr. João Jorge Lorenzini
Muito obrigado Vanessa! Pode contar comigo! Abs
Solicitar revisão",2022-05-12 00:00:00,0
joao jorge lorenzini,"Excelente profissional, comprometido com o paciente. Atencioso e gentil. Explica com paciência e detalhadamente o diagnóstico. Ouve e respeita nossa opinião. Recomendo.",,1
joao jorge lorenzini,"L
Levi
Perfil verificado
17 de março de 2022 • Consulta marcada na doctoralia.com.br
• Local: Espaço Garten • Consulta Psiquiatria
Melhor psiquiatra que já conheci. Atencioso, realmente faz uma consulta de verdade para entender a evolução do tratamento.
Dr. João Jorge Lorenzini
É um prazer te ajudar Levi! Muito obrigado e conte comigo!
Solicitar revisão",2022-03-17 00:00:00,0
joao jorge lorenzini,"Melhor psiquiatra que já conheci. Atencioso, realmente faz uma consulta de verdade para entender a evolução do tratamento.",,1
joao jorge lorenzini,"G
Gilda Souza Luz
Perfil verificado
26 de fevereiro de 2022
Local: Espaço Garten • Comportamento suicida
Gratidão a Deus por capacita-lo .Meu esposo é seu paciente faz 5 meses e atualmente ele está estável fazendo atividades diária ,que já não mais realizava ,não tem preço o que o Doutor João tem feito, ele conseguiu em tão pouco tempo o que outros médicos não conseguiram em 20 anos de tratamento .Sem falar que hoje temos um diagnóstico concreto.
Dr. João Jorge Lorenzini
Fico muito feliz mesmo de poder ajudá-los. Muito obrigado e conte comigo!
Solicitar revisão",,1
joao jorge lorenzini,"Gratidão a Deus por capacita-lo .Meu esposo é seu paciente faz 5 meses e atualmente ele está estável fazendo atividades diária ,que já não mais realizava ,não tem preço o que o Doutor João tem feito, ele conseguiu em tão pouco tempo o que outros médicos não conseguiram em 20 anos de tratamento .Sem falar que hoje temos um diagnóstico concreto.",2024-05-20 00:00:00,0
joao jorge lorenzini,"F
Fernanda
Perfil verificado
17 de fevereiro de 2022
Local: Espaço Garten • Consulta Psiquiatria
Muito bom, me sinto muito bem ao sair da consulta, o dr. João é muito atencioso e empático, ele realmente te escuta e conversa me maneira didática para você mesmo perceber o que está ocorrendo.
Dr. João Jorge Lorenzini
Oi Fernanda! É um prazer poder te ajudar! Muito obrigado!
Solicitar revisão",2022-02-17 00:00:00,0
joao jorge lorenzini,"Muito bom, me sinto muito bem ao sair da consulta, o dr. João é muito atencioso e empático, ele realmente te escuta e conversa me maneira didática para você mesmo perceber o que está ocorrendo.",,1
joao jorge lorenzini,"K
Kelly Maeda
Perfil verificado
8 de outubro de 2021 • Consulta marcada na doctoralia.com.br
• Local: Espaço Garten • Consulta Psiquiatria
Dr. super atencioso, com fácil comunicação. Sempre atendendo com pontualidade e educação. Não pretendo trocar de psiquiatra pois ele é excelente.
Dr. João Jorge Lorenzini
Oi Jelly! Muito obrigado! É uma prazer poder te ajudar! Grande abraço!
Solicitar revisão",2021-10-08 00:00:00,0
joao jorge lorenzini,"Dr. super atencioso, com fácil comunicação. Sempre atendendo com pontualidade e educação. Não pretendo trocar de psiquiatra pois ele é excelente.",,1
joao jorge lorenzini,"T
Thais Marpa
Perfil verificado
30 de setembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: Espaço Garten • Consulta Psiquiatria
Dr João esta ajudando muito minha mãe. Gratidão!
Além de um excelente profissional ele é o excelente ser humano.

Que Deus abençoe. Super indicamos Dr. João Jorge
Dr. João Jorge Lorenzini
Muito obrigado Thais. É um prazer poder ajudar a sua mãe e todos vocês. Contem comigo!
Solicitar revisão",2021-09-30 00:00:00,0
joao jorge lorenzini,"Dr João esta ajudando muito minha mãe. Gratidão!
Além de um excelente profissional ele é o excelente ser humano.

Que Deus abençoe. Super indicamos Dr. João Jorge",,1
joao jorge lorenzini,"R
Rosemary Lopes
Perfil verificado
16 de setembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: Espaço Garten • Consulta Psiquiatria
Excelente profissional!Atencioso,paciente,pontual.Orienta explica muito bem .Gostei muito da consulta dele!
Dr. João Jorge Lorenzini
Muito obrigado Rosemary! Fico feliz em poder ajudar!
Solicitar revisão",2021-09-16 00:00:00,0
joao jorge lorenzini,"Excelente profissional!Atencioso,paciente,pontual.Orienta explica muito bem .Gostei muito da consulta dele!",,1
joao jorge lorenzini,"S
Sthefanie Esteves
Perfil verificado
5 de agosto de 2021 • Consulta marcada na doctoralia.com.br
• Local: Espaço Garten • Consulta Psiquiatria
Excelente profissional! Me ajudou onde eu achei que não teria mais saída, ainda estou em tratamento mas a mudança em minha aconteceu de uma forma que não esperava.
Dr. João Jorge Lorenzini
Muito obrigado Sthefanie! Muito feliz em poder te ajudar e vamos juntos fazê-la melhorar cada vez mais.
Solicitar revisão",2021-08-05 00:00:00,0
joao jorge lorenzini,"Excelente profissional! Me ajudou onde eu achei que não teria mais saída, ainda estou em tratamento mas a mudança em minha aconteceu de uma forma que não esperava.",,1
joao jorge lorenzini,"V
Valdirene Camargo
Perfil verificado
22 de julho de 2021 • Consulta marcada na doctoralia.com.br
• Local: Espaço Garten • Tratamento da depressão
O Dr. João trata a minha mãe que já é idosa, tem 85 anos, a paciência e a forma simples de explicar as coisas faz toda a diferença, ele é um encanto de pessoa, não é só um médico competente. Só tenho que agradecer por tudo que ele é e faz, recomendo sempre ele para meus amigos e familiares.
Dr. João Jorge Lorenzini
Oi Valdirene! Muito obrigado! É um prazer poder ajudar vocês e contem sempre comigo!
Solicitar revisão",,1
joao jorge lorenzini,"O Dr. João trata a minha mãe que já é idosa, tem 85 anos, a paciência e a forma simples de explicar as coisas faz toda a diferença, ele é um encanto de pessoa, não é só um médico competente. Só tenho que agradecer por tudo que ele é e faz, recomendo sempre ele para meus amigos e familiares.",1985-03-02 00:00:00,0
